volume,number,title,date_subject,date_published,graphics,physical,subject,location,abstract,notes,catalog_date,catalog_by,date_entered,date_modified,source_file
Volume 1,79,Your pets and the law.,[1991],,,"Black on light green, 3x8","[""ANIMALS--LAW AND LEGISLATION"", ""DOGS"", ""LICENSES""]","[""ANIMALS""]",,,"McGill, May 28, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,80,Memorial Day demonstration Falls Church Police K-9 Unit.,1991-05-27,,,"Black and light green, 4x11","[""K-9KING"", ""K-9 ZORBA"", ""K-9 RUDY""]","[""POLICE DEPARTMENT--K-9 UNIT""]",,,"McGill, May 28, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,81,Falls Church Police canine.,[1991],,Coloring book.,"Black and yellow, 8x11, 5 pp CPS 3","[""DOGS""]","[""POLICE DEPARTMENT--K-9 UNIT""]",,,"McGill, May 28, 1991",DM,"March 07,2016 43",,General_Index_FCHR_Vol_1
Volume 1,82,The Falls Church Jaycees project list. It's time to join Virginia's leadership training organization!,[1991],,,"Blue and buff, 4x8 CPS 2ca",[],"[""GREATER FALLS CHURCH JAYCEES, INC.""]",,,"McGill, May 28, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,83,"Greater Falls Church, Virginia.",,1990-01-01,Photo Map,"Shades of red, white and blue, 22x29 (57x73","[""DESCRIPTION AND TRAVEL"", ""ORG GREATER FALLS CHURCH CHAMBER OF COMMERCE"", ""NATIONAL CORVETTE OWNERS ASSOCIATION""]","[""Large map case""]",,,"McGill, May 28, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,84,CBC takes pride in...,[1991],,,"Black and pale gray, 4x8",[],"[""CITIZENS FOR A BETTER CITY (CBC)""]",,,"McGill, May 29, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,85,,1991-05-27,,,3 pp,[],"[""FALLS CHURCH CITIZENS ORGANIZATION (FCCO)""]",,,"McGill, May 29, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,86,Sampson WW-II navy veterans.,1991-05-27,,Photocopy,"B/W, 4x6 CPS 3","[""MEMORIAL DAY"", ""STR LINCOLN AVE"", ""ORG SAMPSON WW-II NAVY VETERANS""]","[""MEMORIAL DAY--1990-"", ""fh MICHALOWSKI, LEONARD S."", ""PARADES""]",,,"McGill, May 30, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,87,Sports news. Boy's tennis team wins regional tournament & advances to states for the sixth year straight.,1991-05-29,,,2pp,"[""TENNIS""]","[""GEORGE MASON JR/SR HIGH SCHOOL--SPORTS""]",,,"McGill, May 30, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,88,Made in Virginia: culinary creations of Falls Church city employees.,1989-01-01,1989-01-01,,"Black and yellow, 5x8 (14x22)","[""COOKERY"", ""46""]","[""COOKERY""]",,,"McGill, May 30, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,89,"West corner, Virginia, Var. 1 [deg.] 0"". east 1791. An observance of the placing of the District of Columbia boundary stones... Suggested signs for West Cornerstone Park.",1791-01-01,"1991-05-25 DO Bachtel, Susanne",Illus,3 pieces,"[""BOUNDARY STONES"", ""ORG DAUGHTERS OF THE AMERICAN REVOLUTION""]","[""BOUNDARY STONES--DISTRICT OF COLUMBIA""]",,,"McGill, May 30, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,90,,"1991-01-01 DO Jones, Rosemary Hayes",,Photoprint,"3'x5""C","[""REAL PROPERTY"", ""STR GUNDRY DR--217"", ""47""]","[""Porter php GUNDRY DR--217"", ""Porter file drawers""]",,,"McGill, June 3, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,91,Horseshoe Drive,nd.,,Map,"Blueprint, 8x14 (24x38)","[""THOMPSON CONVEYANCE"", ""STR LEE HWY"", ""HORSESHOE DR""]","[""Large map case""]",,Research indicates this road may have become Woodley Place in the Timberlane Village Garden development. This area had been referred to as Horseshoe Hill by inhabitants of the 1920's. Igloo Village on Horseshoe Dr. off Lee Hwy just east of National Memorial Cemetery is visible on aerial photo filed in AERTALS-- FALLS CHURCH AREA--1940's.,"McGill, June 4, 1991",DM,2016-03-07,,General_Index_FCHR_Vol_1
Volume 1,92,First birthday party. STI Souvenir of memories.,1948-01-01 48,"1949-01-01 DO Galleher, Mrs. George",Photos CPS Three,,"[""MUNSON'S HILL HOUSE"", ""KERR MILL"", ""STAR TAVERN"", ""WHISKEY"", ""WALNUT HILL"", ""TYLER GARDENS"", ""HISTORY"", ""ROLAND BUILDING"", ""ORG GREATER FALLS CHURCH CHAMBER OF COMMERCE"", ""MISC STEADMAN, MELVIN LEE, IR.""]","[""ANNIVERSARIES--ONE YEAR (1949)""]",,,"McGill, June 4, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,93,Birthdayrama,1953-11-26 49,,Photos Illus.,5x8 CPS Two OT Ads,"[""HISTORY"", ""50"", ""DESOTO AUTOMOBILE"", ""PLYMOUTH AUTOMOBILE"", ""DODGE AUTOMOBILE"", ""CHRYSLER AUTOMOBILE"", ""HISTORIC HOUSES"", ""FORECASTING"", ""SCHOOLS--STATISTICS"", ""DESCRIPTION AND TRAVEL"", ""GOLF"", ""FORD AUTOMOBILE"", ""STR HILLWOOD AVE--30"", ""WASHINGTON ST S--416"", ""SEATON LN--1301"", ""WASHINGTON ST S--624"", ""HILLWOOD & LEE HWY"", ""WASHINGTON ST N--554"", ""WEST ST S--311"", ""BROAD ST E--101"", ""WASHINGTON ST N--104"", ""BROAD ST. E--120"", ""JEFFERSON ST W--106"", ""HILLWOOD AVE--99"", ""HILLWOOD AVE--152"", ""JEFFERSON ST W--104"", ""WASHINGTON ST N--119-121"", ""WASHINGTON BLVD & LEE HWY"", ""BROAD ST W--242"", ""BROAD ST W--131"", ""BROAD ST W--113"", ""WASHINGTON ST S--398"", ""FAIRFAX DR N--6908"", ""ORG GREATER FALLS CHURCH CHAMBER OF COMMERCE"", ""MISC STEADMAN, MELVIN LEE, JR.""]","[""ANNIVERSARIES--FIVE YEARS""]",,There is a good view of Lee Hwy looking south from Hillwood Ave. on page 35. There is also a view of the Rust shopping center on West Broad St. Recto of back cover shows drawing of proposed commercial center (West Falls Shopping Center) at West Broad St. between Birch St. and Falls Ave. An A & P is to lease space.,"McGill, June 4, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,94,"Designation of portion of Four Mile Run as ""Demonstration Area.""",1991-05-30,,,2 pp,[],"[""FOUR MILE RUN"", ""51""]",,,"McGill, June 7, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,95,"Segregation, suburbanization and the James Lee community, Falls Church, Virginia.",1991-01-01 DO Author,,Maps,"37 pp, including appendices","[""AFRO-AMERICANS"", ""STR PEACE VALLEY LN"", ""TINNERS HILL"", ""SCIPIO LN"", ""COSTNER DR"", ""SAMPSON ST"", ""RANDOM RD"", ""CLEARVIEW DR"", ""ORG NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF"", ""COLORED PEOPLE (NAACP)"", ""COLORED FAIR ASSOCIATION"", ""SUNSHINE COMMUNITY CLUB""]","[""FAIRFAX COUNTY--JAMES LEE COMMUNITY""]",,,"McGill, June 10, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,96,"Lewinsville, Va., Post Office.","1900(?) DO English, Harry",,Photocopy of photoprint,8X10 B/W STR GREAT FALLS ST,[],"[""FAIRFAX COUNTY-GREAT FALLS ST (POST OFFICE)""]",,,"McGill, June 19, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,97,"Report of the financial transactions of the Town of Falls Church, Va., for year ending June 30th, 1891. 53 STI Charter of Town and ordinances in force July 1st, 1891.","1891-01-01 DO Harris, Jean Campbell Roberts--315 Waldheim Dr., Ambler, PA 19002.",,,"5x7 (12x18),23 pp","[""TAXATION"", ""AFRO-AMERICANS"", ""CHARTER"", ""ORDINANCES""]",[],,Page 16 mentions expenditures for building of colored school house.,"McGill, June 20, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,98,Program.,"1895-04-19 DO Steadman, Melvin Lee, Jr.",,,"3x4 (8x11), 2 with serrated edges CPS 4",[],"[""BALLS (PARTIES)""]",,,"McGill, June 20, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,99,,"1895-04-19 DO Steadman, Melvin Lee, Jr.",,,3x4 (9x11) CPS 3,[],"[""BALLS (PARTIES)""]",,,"McGill, June 20, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,100,May dance.,"1900-05-17 DO Steadman, Melvin Lee, Jr.",,,3x4 (8x11) CPS 1,[],"[""BALLS (PARTIES)""]",,,"McGill, June 20, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,101,,1895-09-05,,,3x4 (9x11) CPS 2,[],"[""BALLS (PARTIES)""]",,,"McGill, June 20, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,102,Sans Souci club dance invitation and programs.,"1896-03-13 Apr. 9, 1896 May 22, 1896 July 3, 1896 Oct. 2, 1896 Dec. 4, 1896",,,3x4 (8x11) CPS 15,"[""DANCE PARTIES"", ""BALLS (PARTIES)"", ""ORG SANS SOUCI CLUB""]","[""BALLS (PARTIES)""]",,,"McGill, June 20, 1991",DM,2016-03-07,,General_Index_FCHR_Vol_1
Volume 1,103,,1899-01-01,,,"3x4 (8x11) 2x4 (5x10), 2x5 (6x13) CPS 1 3;3","[""BOUTON'S HALL (VIENNA)""]","[""BALLS (PARTIES)""]",,,"McGill, June 20, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,104,The Northern Virginia Banker's Bulletin.,Jan. 1965,,Photos,11x17 (29x43),[],"[""BANKS AND BANKING""]",,,"McGill, June 20, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,105,"1776 Falls Church 1976 The boundary survey of the new District of Columbia was completed. The western marker still stands on Meridian Street in Falls Church. The north east boundary of Falls Church is part of the Distsrict line. The Falls Church and Potomac Railroad was incorporated, but never became a reality. Lord Fairfax granted to John Trammell 248 acres of land which was later to be known as Cherry Hill in the heart of Falls Church. Falls Church Telephone Company incorporated. House and outbuildings at Cherry Hill were built by John Mills. Cherry Hill is placed on the Virginia Landmarks Register and on the National Register of Historic Places. During the War of 1812, both President Madison and his wife, Dolley, sought shelter at Wren's Tavern. Several wagonloads of casks of black powder were hauled to Falls Church and stored in the Dulany Barn, now on East Cameron Road. Construction of Jefferson School begun. The Episcopal Church was disestablished from the church of England. The Falls Church was neglectec & little used until 1832. The Falls Church Vestrymen resolved to replace the deteriorated wooden structure with a new brick building. Falls Church incorporated as a town. First Council sworn in. Mattie Gundry founded the Northern Virgnia Training School for the Handicapped in the Schuyler Duryee mansion in the 300 block of West Broad Street. Falls Church All American City award celebration. First Town Council meeting, Dr. J.J. Moran elected mayor. War with Spain declared. Camp Alger established. First City Council takes office. Albert Orme sworn in as mayor. Falls Church residents vote to secede from the Union. Union troops soon enter Virginia. Last Washingston and Old Dominion passenger train makes final run through Falls Church. The Alexandria, Loudoun and Hampshire Railroad is built through Falls Church and on to Vienna. 60 British troops camped in Falls Church on their way to join General Braddock's ill-fated expedition against the French and Indians. The first Falls Church, a wooden building, was begun. It stood adjacent to the site of the present brick church. President Taylor appoints first Falls Church Post Master Charles Horace Upton. General Henry Lawton makes home at 103 Lawton Street. Killed in action in the Philippines in 1899. John Smith sailed up the Potomac to the Little Falls and explored, via the old Indian trils, portions of what are now Arlington, Falls Church, and Fairfax County. Civil War skirmish in Falls Church. Falls Church Bank opens at Broad and Washington Streets. Dedication of City Hall and Falls Church Public Library. James Wren received his first license to operate Wren's Tavern on what is now East Broad Street. Falls Church becomes a City of the 2nd Class. Construction of City Hall and Falls Church Public Library begun. Henry Fairfax was instrumental in the restoration of the Falls Church. He was later killed in the Mexican War and is buried in the churchyard. Civil War skirmished in Falls Church. The Virginia portion of the District of Columbia was returned to the Commonwealth. Opening of Oak Street School (now Thomas Jefferson). General Long-street (CSA) establishes headquarters in Lawton House following the 1st Battle of Manassas. Dedication of Madison School. George William Fairfax and George Washington were appointed church wardens. One of their duties was to oversee the construction of the new church. James Wren was the architect and builder. George Mason High School dedicated. Some of Mosby's men raided barn of Falls Church citizen. From the Vestry Minutes of The Falls Church. ""Ordered that George Washington, Esq. be chosen and appointed one of the Vestrymen of (the Falls Church)... First section of the stone Falls Church Bank was constructed. It was demolished in September 1974. Augustine Washington (father of George) was appointed vestryman of The Falls Church. Mrs. Kathleen Riley Gage, last surviving member of the Riley family of Cherry Hill, passes on. Colonel Charles Broadwater used The Falls Church as a recruiting station. The new brick church was accepted by the Vestry including George Mason, George Washington, and George William Fairfax. Ordinance passed making it unlawful to ride or drive a horse on any sidewalk in Falls Church. City buys Cherry Hill from the University of Virginia as site for a new City Hall.",1976-01-01,,,"Sepia on buff, 9x12 (23x31) CPS Multiple","[""BIG CHIMNEYS"", ""STR"", ""CHERRY HILL"", ""DULANY BARN"", ""WREN'S TAVERN"", ""UNITED STATES--HISTORY--WAR OF 1898"", ""SPANISH AMERICAN WAR"", ""EAST FALLS CHURCH"", ""CAMP ALGER"", ""MEMORIAL DAY PARADE"", ""MOUNT HOPE"", ""RAILROADS--STATIONS"", ""FUSSELL'S ICE CREAM"", ""CITY HALL"", ""CAMERON ST E"", ""WASHINGTON STN"", ""OAK ST S--203"", ""WASHINGTON ST N--421""]","[""BICENTENNIAL CELEBRATION--U. S.--1976--CALENDAR""]",,,"McGill, June 24, 1991",DM,"April 23,2013",2013-04-23,General_Index_FCHR_Vol_1
Volume 1,106,Town Council.,"1950-01-01 DO Van Meter, LaRue",,Photoprint,"B/W, 5x7 (13x18)","[""TOWN OFFICIALS""]","[""TOWN OFFICIALS""]",,,"McGill, June 24, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,107,Welcome to Gunston Hall. STI A tribute to George Mason.,"Oct. 31,1975",,Illus,"Black and red on buff, 8x11 Opens with cutout of Mason bust. CPS Six","[""BICENTENNIAL CELEBRATION--(U. S.)--1976""]","[""BICENTENNIAL CELEBRATION--(U. S.)--1976""]",,,"McGill, June 24, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,108,Circus Kirk.,1976-05-29,,Illus,"Red, black and blue on white","[""CIRCUSES"", ""STR GEORGE MASON JR/SR HIGH SCHOOL ATHLETIC FIELD""]","[""BICENTENNIAL CELEBRATION--UNITED STATES--1976""]",,,"McGill, June 24, 1991",DM,2016-03-07,,General_Index_FCHR_Vol_1
Volume 1,109,The Solarium.,,,,,"[""BLACKSMITHS"", ""BIOGRAPHY"", ""HISTORY"", ""65"", ""CHURCHES"", ""FORT BUFFALO"", ""MASON'S ISLAND"", ""BRIDGES"", ""GEORGETOWN"", ""TOLLGATES"", ""RAILROADS"", ""BRICKS"", ""AUTO-RAILER"", ""SAWMILLS"", ""MILLS"", ""STR [FAIRFAX] COURTHOUSE RD"", ""LEE HWY"", ""FAIRFAX ST"", ""WILSON BLVD"", ""SLEEPY HOLLOW RD"", ""LEESBURG PIKE"", ""CHERRY ST"", ""LINCOLN AVE"", ""SA Northern Virginia Sun, Oct. 21 and 28, 1938.""]","[""FH VERTICAL FILE LYNCH, WILLIAM N. HISTORY (clippings)""]",,,"McGill, June 26, 1991",DM,"March 07,2016","June 20,2019",General_Index_FCHR_Vol_1
Volume 1,110,"Human services boards and commission. STI A study by the League of Women Voters, Falls Church, Virginia.","1990-08-25 DO Jones, Margaret",,,15pp,"[""SOCIAL SERVICE"", ""ORG LEAGUE OF WOMEN VOTERS""]","[""BOARDS AND COMMISSIONS""]",,,"McGill, June 27, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,111,"Aboard the League local. 66 STI A history of the League of Women Voters, Falls Church, Virginia, 1951-1970.","Mar. 1970 DO Jones, Margaret",,,,"[""LEAGUE OF WOMEN VOTERS--HISTORY"", ""ORG LEAGUE OF WOMEN VOTERS""]","[""LEAGUE OF WOMEN VOTERS--HISTORY""]",,,"McGill, June 27, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,112,List of presidents--LWV/FC,1951-1989,"1991-01-01 DO Jones, Margaret",,,[],"[""LEAGUE OF WOMEN VOTERS--HISTORY"", ""LEAGUE OF WOMEN VOTERS-- 1990-""]",,,"McGill, June 27, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,113,Alternate sources of revenue.,1972-05-01,,,32pp,"[""MUNICIPAL FINANCE"", ""TAXATION"", ""ORG LEAGUE OF WOMEN VOTERS""]","[""MUNICIPAL REVENUE""]",,,"McGill, June 27, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,114,Impact of 1-66 and METRO on business development in Falls Church.,Nov. 1983,,,15pp,"[""TRANSPORTATION"", ""LOCAL TRANSIT"", ""ECONOMIC DEVELOPMENT"", ""BUSINESS DEVELOPMENT"", ""ORG LEAGUE OF WOMEN VOTERS""]","[""LEAGUE OF WOMEN VOTERS""]",,,"McGill, June 27, 1991",DM 68,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,115,Planning and zoning in Falls Church. STI A summary for citizens.,Feb. 1989,,,,"[""CITY PLANNING"", ""ORG LEAGUE OF WOMEN VOTERS""]","[""CITY PLANNING"", ""ZONING"", ""LEAGUE OF WOMEN VOTERS""]",,,"McGill, June 27, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,116,Recommendations to City Council based on consensus.,"1972-01-01 DO Jones, Margaret",,,4pp,"[""CITY PLANNING"", ""PLANNED UNIT DEVELOPMENT (PUD)"", ""ORG LEAGUE OF WOMEN VOTERS""]","[""CITY PLANNING""]",,,"McGill, July 9 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,117,Impact of 1-66 and Metro on business development in Falls Church.,"1983-01-01 DO Jones, Margaret",,,15pp,[],"[""BUSINESS""]",,,"McGill, July 9, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,118,Walnut Hill. Granite Hill. Inwood.,1785-01-01,,,,"[""MASS"", ""STR WEST ST S--1509"", ""PINEWOOD ST--7302"", ""SA fh KIESSLING, OSCAR""]","[""FXCO--WEST ST S--1509""]",,,"McGill, July 9, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,119,Falls Church Housing Study,"1969-01-01 DO Jones, Margaret",,Charts,24pp,[],"[""HOUSING""]",,,"McGill, July 10, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,120,Map of the District of Columbia.,1937-01-01,,Map,"Green, red black and white; 29x27 (74x68); 1""=2,000"" Legend: public parks, other property of interest, street car lines, bus lines, existing civil war forts, public buildings. Key: [named streets], lettered streets numbered streets and main avenues not indexed.","[""WASHINGTON, D.C."", ""SA 915.53 W in circulating collection.""]","[""Large map case""]",,"From: book, Washington, city and capitol. There is a smaller, similar map in pocket of book (C. & G. S. print 612).","McGill, July 15, 1991",DM 71,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,121,Independence Day celebration. STI A brief history of the Town of Falls Church.,1911-01-01,,Illus Map,"5x8, red, white and blue, 8 pp","[""BARBOR BUILDING"", ""TEMPERANCE"", ""HISTORY"", ""CROSSMAN PARK"", ""SA Village Improvement Society, 1910-1920""]","[""HISTORY""]",,,"McGill, July 15, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,122,"Historical activities in Falls Church, Virginia.",Jan. 1977,,,"5 pp, carbon copy on onion skin",[],"[""BICENTENNIAL CELEBRATION--U.S.--1976--TIME CAPSULE""]",,,"McGill, July 17, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,123,"Bicentennial time capsule ceremony, Cherry Hill...","Feb. 22,1977",,"4 pp, carbon copy on onion skin",,[],"[""BICENTENNIAL CELEBRATION--U.S.--1976--TIME CAPSULE""]",,,"McGill, July 17, 1991",DM 73,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,124,[Documents from organizations in time capsule in celebration of the bicentennial in 1976.],1976-01-01,,,,"[""TELEPHONE--HISTORY"", ""ORGANIZATIONS--HISTORY""]","[""BICENTENNIAL CELEBRATION--U.S.--1976--TIME CAPSULE""]",,,"McGill, July 17, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,125,Three middle-aged men and one unidentified adolescent man.,1950 (ca) DO Public Information Office,,Photoprint,"B/W, 8x10","[""CITY OFFICIALS""]","[""CITY OFFICIALS""]",,,"McGill, July 30, 1991",DM,2016-03-07,,General_Index_FCHR_Vol_1
Volume 1,126,Five men with two horseshoes.,1950 (ca) DO Public Information Office,,Photoprint,"B/W, 8x10","[""CITY OFFICIALS""]","[""CITY OFFICIALS""]",,,"McGill, July 30, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,127,Two couples at Great Falls (?),1950 (ca.) DO Public Information Office,,Photoprint,"B/W, 8x10",[],"[""th JONES, THOMAS""]",,,"McGill, July 30, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,128,Preservation of history and culture. STI Presentation of commemorative plaques.,1988-06-22,,Illus,"8x 11 folded 80 CPS 2, one original, one photocopy","[""GEORGE MASON JR/SR HIGH SCHOOL"", ""SA sf FALLS CHURCH HISTORICAL COMMISSION--PLAQUE"", ""(HISTORIC BUILDINGS)""]","[""HISTORIC AND CULTURAL CONSERVATION (HCC)"", ""DISTRICT""]",,,"McGill, Aug. 6, 1991",DM,"March 07,2016","January 29,2024",General_Index_FCHR_Vol_1
Volume 1,129,"Veterans memorial, Falls Church, Virginia.",1991-01-01 DO Greater Falls Church Chamber of Commerce Spotlight,,,Red and blue on white,"[""MEMORIALS""]","[""MEMORIALS""]",,,"McGill, Aug. 7, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,130,Ye old folks' singers.,1890-01-01,,,"Black on buff onionskin, 5x8",[],"[""SINGERS""]",,,"McGill, Aug. 8, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
Volume 1,131,Virginia's governor Mills Godwin poses with girls scouts at City's 20th anniversary celebration.,1968-01-01 DO Public Information Office,,"8x10, b/w",,"[""GIRL SCOUTS"", ""SCOUTS AND SCOUTING""]","[""CHILD DEVELOPMENT CENTER OF NORTHERN VIRGINIA,"", ""INC.""]",,"In annual report FY 68-69, p. 9","McGill, Aug. 19, 1991",DM,"March 07,2016",,General_Index_FCHR_Vol_1
